"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","87.16"
"B","3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","87.61"
"B","3","[2016-10-24 07:40:00,2016-10-24 08:00:00)","86.54"
"B","3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","86.77"
"B","3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","87.79"
"B","3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","88.08"
"B","3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","87.14"
"B","3","[2016-10-24 16:20:00,2016-10-24 16:40:00)","87.91"
"B","3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","87.33"
"B","1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","102.97"
"B","1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","102.97"
"B","1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","104.07"
"B","1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","104.17"
"B","1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","102.44"
"B","1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","101.69"
"B","1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","106.35"
"B","1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","102.97"
"B","1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","101.63"
"B","1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","101.39"
"B","1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","107.57"
"B","1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","105.36"
"B","1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","104.76"
"B","1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","102.08"
"B","1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","104.92"
"B","1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","103.44"
"B","1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","103.38"
"B","1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","102.16"
"B","1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","105.09"
"B","1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","103.24"
"B","1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","101.54"
"B","1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","102.16"
"B","1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","104.26"
"B","1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","104.53"
"B","1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","102.66"
"B","1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","102.77"
"B","1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","102.65"
"B","1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","103.06"
"B","1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","102.61"
"B","1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","107.03"
"B","1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","101.87"
"B","1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","103.44"
"B","1","[2016-10-21 06:40:00,2016-10-21 07:00:00)","105.72"
"B","1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","105.24"
"B","1","[2016-10-21 07:20:00,2016-10-21 07:40:00)","102.62"
"B","1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","104.02"
"B","1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","104.23"
"B","1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","102.74"
"B","1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","102.54"
"B","1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","103.22"
"B","1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","102.95"
"B","1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","103.02"
"B","1","[2016-10-22 06:00:00,2016-10-22 06:20:00)","101.82"
"B","1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","106.5"
"B","1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","105.26"
"B","1","[2016-10-22 07:00:00,2016-10-22 07:20:00)","107.03"
"B","1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","102.66"
"B","1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","101.83"
"B","1","[2016-10-22 15:00:00,2016-10-22 15:20:00)","101.15"
"B","1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","101.31"
"B","1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","105.4"
"B","1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","101.6"
"B","1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","103.28"
"B","1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","102.43"
"B","1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","105.82"
"B","1","[2016-10-23 06:20:00,2016-10-23 06:40:00)","107.66"
"B","1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","107.71"
"B","1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","108.57"
"B","1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","102.6"
"B","1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","103.45"
"B","1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","102.06"
"B","1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","101.44"
"B","1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","102.09"
"B","1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","101.73"
"B","1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","101.73"
"B","1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","104.24"
"B","1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","104.75"
"B","1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","107.03"
"B","1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","102.52"
"B","1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","102.09"
"B","1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","101.75"
"B","1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","101.31"
"B","1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","101.24"
"B","1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","102.09"
"B","1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","101.88"
"A","3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","95.1"
"A","3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","95.68"
"A","3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","95.59"
"A","3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","95.74"
"A","3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","95.5"
"A","3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","95.99"
"A","3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","95.29"
"A","3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","95.84"
"A","3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","95.89"
"A","3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","95.09"
"A","3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","95.66"
"A","3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","95.27"
"A","3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","95.48"
"A","3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","95.73"
"A","3","[2016-10-19 06:40:00,2016-10-19 07:00:00)","97.07"
"A","3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","97.18"
"A","3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","95.88"
"A","3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","96.33"
"A","3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","95.74"
"A","3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","96.13"
"A","3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","95.75"
"A","3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","96.58"
"A","3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","95.51"
"A","3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","95.9"
"A","3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","95.43"
"A","3","[2016-10-20 06:20:00,2016-10-20 06:40:00)","95.37"
"A","3","[2016-10-20 06:40:00,2016-10-20 07:00:00)","95.0"
"A","3","[2016-10-20 07:00:00,2016-10-20 07:20:00)","95.43"
"A","3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","95.38"
"A","3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","95.84"
"A","3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","95.12"
"A","3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","95.27"
"A","3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","95.62"
"A","3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","95.16"
"A","3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","95.68"
"A","3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","95.48"
"A","3","[2016-10-21 06:00:00,2016-10-21 06:20:00)","97.02"
"A","3","[2016-10-21 06:20:00,2016-10-21 06:40:00)","96.12"
"A","3","[2016-10-21 06:40:00,2016-10-21 07:00:00)","96.76"
"A","3","[2016-10-21 07:00:00,2016-10-21 07:20:00)","95.5"
"A","3","[2016-10-21 07:20:00,2016-10-21 07:40:00)","95.75"
"A","3","[2016-10-21 07:40:00,2016-10-21 08:00:00)","96.14"
"A","3","[2016-10-21 15:00:00,2016-10-21 15:20:00)","95.71"
"A","3","[2016-10-21 15:20:00,2016-10-21 15:40:00)","95.48"
"A","3","[2016-10-21 15:40:00,2016-10-21 16:00:00)","95.18"
"A","3","[2016-10-21 16:00:00,2016-10-21 16:20:00)","95.39"
"A","3","[2016-10-21 16:20:00,2016-10-21 16:40:00)","95.86"
"A","3","[2016-10-21 16:40:00,2016-10-21 17:00:00)","95.77"
"A","3","[2016-10-22 06:00:00,2016-10-22 06:20:00)","95.43"
"A","3","[2016-10-22 06:20:00,2016-10-22 06:40:00)","95.63"
"A","3","[2016-10-22 06:40:00,2016-10-22 07:00:00)","96.89"
"A","3","[2016-10-22 07:00:00,2016-10-22 07:20:00)","96.15"
"A","3","[2016-10-22 07:20:00,2016-10-22 07:40:00)","95.61"
"A","3","[2016-10-22 07:40:00,2016-10-22 08:00:00)","95.66"
"A","3","[2016-10-22 15:00:00,2016-10-22 15:20:00)","95.83"
"A","3","[2016-10-22 15:20:00,2016-10-22 15:40:00)","96.31"
"A","3","[2016-10-22 15:40:00,2016-10-22 16:00:00)","95.7"
"A","3","[2016-10-22 16:00:00,2016-10-22 16:20:00)","95.66"
"A","3","[2016-10-22 16:20:00,2016-10-22 16:40:00)","96.29"
"A","3","[2016-10-22 16:40:00,2016-10-22 17:00:00)","95.75"
"A","3","[2016-10-23 06:00:00,2016-10-23 06:20:00)","94.94"
"A","3","[2016-10-23 06:20:00,2016-10-23 06:40:00)","94.85"
"A","3","[2016-10-23 06:40:00,2016-10-23 07:00:00)","95.3"
"A","3","[2016-10-23 07:00:00,2016-10-23 07:20:00)","95.17"
"A","3","[2016-10-23 07:20:00,2016-10-23 07:40:00)","95.26"
"A","3","[2016-10-23 07:40:00,2016-10-23 08:00:00)","95.39"
"A","3","[2016-10-23 15:00:00,2016-10-23 15:20:00)","95.08"
"A","3","[2016-10-23 15:20:00,2016-10-23 15:40:00)","95.47"
"A","3","[2016-10-23 15:40:00,2016-10-23 16:00:00)","95.35"
"A","3","[2016-10-23 16:00:00,2016-10-23 16:20:00)","95.12"
"A","3","[2016-10-23 16:20:00,2016-10-23 16:40:00)","94.96"
"A","3","[2016-10-23 16:40:00,2016-10-23 17:00:00)","95.27"
"A","3","[2016-10-24 06:00:00,2016-10-24 06:20:00)","95.32"
"A","3","[2016-10-24 06:20:00,2016-10-24 06:40:00)","95.63"
"A","3","[2016-10-24 06:40:00,2016-10-24 07:00:00)","95.41"
"A","3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","95.95"
"A","3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","95.22"
"A","3","[2016-10-24 07:40:00,2016-10-24 08:00:00)","95.77"
"A","3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","95.14"
"A","3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","95.2"
"A","3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","95.54"
"A","3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","95.27"
"A","3","[2016-10-24 16:20:00,2016-10-24 16:40:00)","95.57"
"A","3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","95.72"
"A","2","[2016-10-18 06:00:00,2016-10-18 06:20:00)","64.94"
"A","2","[2016-10-18 06:20:00,2016-10-18 06:40:00)","64.0"
"A","2","[2016-10-18 06:40:00,2016-10-18 07:00:00)","64.8"
"A","2","[2016-10-18 07:00:00,2016-10-18 07:20:00)","63.84"
"A","2","[2016-10-18 07:20:00,2016-10-18 07:40:00)","63.16"
"A","2","[2016-10-18 07:40:00,2016-10-18 08:00:00)","63.39"
"A","2","[2016-10-18 15:00:00,2016-10-18 15:20:00)","64.9"
"A","2","[2016-10-18 15:20:00,2016-10-18 15:40:00)","64.38"
"A","2","[2016-10-18 15:40:00,2016-10-18 16:00:00)","64.21"
"A","2","[2016-10-18 16:00:00,2016-10-18 16:20:00)","64.05"
"A","2","[2016-10-18 16:20:00,2016-10-18 16:40:00)","64.99"
"A","2","[2016-10-18 16:40:00,2016-10-18 17:00:00)","64.36"
"A","2","[2016-10-19 06:00:00,2016-10-19 06:20:00)","63.9"
"A","2","[2016-10-19 06:20:00,2016-10-19 06:40:00)","65.08"
"A","2","[2016-10-19 06:40:00,2016-10-19 07:00:00)","64.46"
"A","2","[2016-10-19 07:00:00,2016-10-19 07:20:00)","64.79"
"A","2","[2016-10-19 07:20:00,2016-10-19 07:40:00)","63.92"
"A","2","[2016-10-19 07:40:00,2016-10-19 08:00:00)","64.11"
"A","2","[2016-10-19 15:00:00,2016-10-19 15:20:00)","64.64"
"A","2","[2016-10-19 15:20:00,2016-10-19 15:40:00)","64.48"
"A","2","[2016-10-19 15:40:00,2016-10-19 16:00:00)","64.63"
"A","2","[2016-10-19 16:00:00,2016-10-19 16:20:00)","64.67"
"A","2","[2016-10-19 16:20:00,2016-10-19 16:40:00)","64.82"
"A","2","[2016-10-19 16:40:00,2016-10-19 17:00:00)","64.22"
"A","2","[2016-10-20 06:00:00,2016-10-20 06:20:00)","64.16"
"A","2","[2016-10-20 06:20:00,2016-10-20 06:40:00)","64.07"
"A","2","[2016-10-20 06:40:00,2016-10-20 07:00:00)","64.7"
"A","2","[2016-10-20 07:00:00,2016-10-20 07:20:00)","64.74"
"A","2","[2016-10-20 07:20:00,2016-10-20 07:40:00)","65.05"
"A","2","[2016-10-20 07:40:00,2016-10-20 08:00:00)","64.74"
"A","2","[2016-10-20 15:00:00,2016-10-20 15:20:00)","64.59"
"A","2","[2016-10-20 15:20:00,2016-10-20 15:40:00)","64.81"
"A","2","[2016-10-20 15:40:00,2016-10-20 16:00:00)","64.77"
"A","2","[2016-10-20 16:00:00,2016-10-20 16:20:00)","64.91"
"A","2","[2016-10-20 16:20:00,2016-10-20 16:40:00)","63.88"
"A","2","[2016-10-20 16:40:00,2016-10-20 17:00:00)","64.58"
"A","2","[2016-10-21 06:00:00,2016-10-21 06:20:00)","64.18"
"A","2","[2016-10-21 06:20:00,2016-10-21 06:40:00)","65.49"
"A","2","[2016-10-21 06:40:00,2016-10-21 07:00:00)","64.19"
"A","2","[2016-10-21 07:00:00,2016-10-21 07:20:00)","63.15"
"A","2","[2016-10-21 07:20:00,2016-10-21 07:40:00)","64.11"
"A","2","[2016-10-21 07:40:00,2016-10-21 08:00:00)","64.87"
"A","2","[2016-10-21 15:00:00,2016-10-21 15:20:00)","64.84"
"A","2","[2016-10-21 15:20:00,2016-10-21 15:40:00)","64.5"
"A","2","[2016-10-21 15:40:00,2016-10-21 16:00:00)","63.92"
"A","2","[2016-10-21 16:00:00,2016-10-21 16:20:00)","64.8"
"A","2","[2016-10-21 16:20:00,2016-10-21 16:40:00)","64.32"
"A","2","[2016-10-21 16:40:00,2016-10-21 17:00:00)","64.16"
"A","2","[2016-10-22 06:00:00,2016-10-22 06:20:00)","72.31"
"A","2","[2016-10-22 06:20:00,2016-10-22 06:40:00)","73.75"
"A","2","[2016-10-22 06:40:00,2016-10-22 07:00:00)","73.07"
"A","2","[2016-10-22 07:00:00,2016-10-22 07:20:00)","72.62"
"A","2","[2016-10-22 07:20:00,2016-10-22 07:40:00)","72.26"
"A","2","[2016-10-22 07:40:00,2016-10-22 08:00:00)","71.85"
"A","2","[2016-10-22 15:00:00,2016-10-22 15:20:00)","72.51"
"A","2","[2016-10-22 15:20:00,2016-10-22 15:40:00)","72.92"
"A","2","[2016-10-22 15:40:00,2016-10-22 16:00:00)","72.44"
"A","2","[2016-10-22 16:00:00,2016-10-22 16:20:00)","73.13"
"A","2","[2016-10-22 16:20:00,2016-10-22 16:40:00)","72.75"
"A","2","[2016-10-22 16:40:00,2016-10-22 17:00:00)","72.66"
"A","2","[2016-10-23 06:20:00,2016-10-23 06:40:00)","64.34"
"A","2","[2016-10-23 06:40:00,2016-10-23 07:00:00)","65.01"
"A","2","[2016-10-23 07:00:00,2016-10-23 07:20:00)","64.34"
"A","2","[2016-10-23 07:20:00,2016-10-23 07:40:00)","65.05"
"A","2","[2016-10-23 07:40:00,2016-10-23 08:00:00)","65.06"
"A","2","[2016-10-23 15:00:00,2016-10-23 15:20:00)","64.47"
"A","2","[2016-10-23 15:20:00,2016-10-23 15:40:00)","64.37"
"A","2","[2016-10-23 15:40:00,2016-10-23 16:00:00)","64.59"
"A","2","[2016-10-23 16:00:00,2016-10-23 16:20:00)","65.13"
"A","2","[2016-10-23 16:20:00,2016-10-23 16:40:00)","65.13"
"A","2","[2016-10-23 16:40:00,2016-10-23 17:00:00)","64.74"
"A","2","[2016-10-24 06:00:00,2016-10-24 06:20:00)","64.21"
"A","2","[2016-10-24 06:20:00,2016-10-24 06:40:00)","65.13"
"A","2","[2016-10-24 06:40:00,2016-10-24 07:00:00)","63.73"
"A","2","[2016-10-24 07:00:00,2016-10-24 07:20:00)","64.07"
"A","2","[2016-10-24 07:20:00,2016-10-24 07:40:00)","64.18"
"A","2","[2016-10-24 07:40:00,2016-10-24 08:00:00)","64.58"
"A","2","[2016-10-24 15:00:00,2016-10-24 15:20:00)","64.08"
"A","2","[2016-10-24 15:20:00,2016-10-24 15:40:00)","64.04"
"A","2","[2016-10-24 15:40:00,2016-10-24 16:00:00)","64.24"
"A","2","[2016-10-24 16:00:00,2016-10-24 16:20:00)","64.65"
"A","2","[2016-10-24 16:20:00,2016-10-24 16:40:00)","64.44"
"A","2","[2016-10-24 16:40:00,2016-10-24 17:00:00)","64.15"
"C","3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","136.12"
"C","3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","135.64"
"C","3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","135.37"
"C","3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","134.47"
"C","3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","135.63"
"C","3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","135.51"
"C","3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","135.72"
"C","3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","135.88"
"C","3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","135.63"
"C","3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","136.05"
"C","3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","136.27"
"C","3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","134.62"
"C","3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","135.51"
"C","3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","135.6"
"C","3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","134.62"
"C","3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","135.32"
"C","3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","135.13"
"C","3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","135.91"
"C","3","[2016-10-20 07:00:00,2016-10-20 07:20:00)","135.91"
"C","3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","135.56"
"C","3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","135.13"
"C","3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","135.03"
"C","3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","136.29"
"C","3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","135.33"
"C","3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","135.52"
"C","3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","135.91"
"C","3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","135.74"
"C","3","[2016-10-21 06:40:00,2016-10-21 07:00:00)","137.59"
"C","3","[2016-10-21 07:00:00,2016-10-21 07:20:00)","136.27"
"C","3","[2016-10-21 07:20:00,2016-10-21 07:40:00)","135.94"
"C","3","[2016-10-21 15:00:00,2016-10-21 15:20:00)","135.41"
"C","3","[2016-10-21 15:20:00,2016-10-21 15:40:00)","135.61"
"C","3","[2016-10-21 15:40:00,2016-10-21 16:00:00)","134.62"
"C","3","[2016-10-21 16:00:00,2016-10-21 16:20:00)","135.41"
"C","3","[2016-10-21 16:20:00,2016-10-21 16:40:00)","135.89"
"C","3","[2016-10-21 16:40:00,2016-10-21 17:00:00)","135.58"
"C","3","[2016-10-22 06:40:00,2016-10-22 07:00:00)","136.36"
"C","3","[2016-10-22 07:20:00,2016-10-22 07:40:00)","137.59"
"C","3","[2016-10-22 15:20:00,2016-10-22 15:40:00)","135.72"
"C","3","[2016-10-22 15:40:00,2016-10-22 16:00:00)","136.03"
"C","3","[2016-10-22 16:00:00,2016-10-22 16:20:00)","136.36"
"C","3","[2016-10-22 16:20:00,2016-10-22 16:40:00)","136.01"
"C","3","[2016-10-22 16:40:00,2016-10-22 17:00:00)","136.49"
"C","3","[2016-10-23 07:00:00,2016-10-23 07:20:00)","135.43"
"C","3","[2016-10-23 07:20:00,2016-10-23 07:40:00)","135.44"
"C","3","[2016-10-23 15:00:00,2016-10-23 15:20:00)","135.43"
"C","3","[2016-10-23 15:20:00,2016-10-23 15:40:00)","135.58"
"C","3","[2016-10-23 15:40:00,2016-10-23 16:00:00)","135.7"
