intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",69.83
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",69.83
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",69.83
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",57.64
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",57.64
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",57.64
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",52.45
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",52.45
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",52.45
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",18.96
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",18.96
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",18.96
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",18.98
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",18.98
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",18.98
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",72.93
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",72.93
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",72.93
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",70.79
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",70.79
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",70.79
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",38.88
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",38.88
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",38.88
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",62.82
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",62.82
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",62.82
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",55.56
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",55.56
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",55.56
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",52.58
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",52.58
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",52.58
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",33.51
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",33.51
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",33.51
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",64.35
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",64.35
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",64.35
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",120.1
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",120.1
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",120.1
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",116
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",116
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",116
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",99.31
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",99.31
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",99.31
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",119.77
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",119.77
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",119.77
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",103.65
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",103.65
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",103.65
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",96.02
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",96.02
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",96.02
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",52.74
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",52.74
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",52.74
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",86.08
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",86.08
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",86.08
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",115.69
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",115.69
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",115.69
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",111.95
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",111.95
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",111.95
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",32.92
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",32.92
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",32.92
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",42.8
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",42.8
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",42.8
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",85.06
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",85.06
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",85.06
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",79.99
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",79.99
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",79.99
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",61.11
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",61.11
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",61.11
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",93.98
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",93.98
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",93.98
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",103.36
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",103.36
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",103.36
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",95.15
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",95.15
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",95.15
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",19.33
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",19.33
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",19.33
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",29.68
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",29.68
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",29.68
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",105.47
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",105.47
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",105.47
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",103.65
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",103.65
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",103.65
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",68.54
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",68.54
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",68.54
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",88.1
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",88.1
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",88.1
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",84.94
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",84.94
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",84.94
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",81.21
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",81.21
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",81.21
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",18.95
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",18.95
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",18.95
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",27.45
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",27.45
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",27.45
C,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",134.92
C,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",134.92
C,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",134.92
C,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",122.03
C,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",122.03
C,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",122.03
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",19.05
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",19.05
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",19.05
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",37.48
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",37.48
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",37.48
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",156.82
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",156.82
C,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",156.82
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",146.95
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",146.95
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",146.95
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",18.97
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",18.97
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",18.97
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",21.16
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",21.16
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",21.16
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",112.93
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",112.93
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",112.93
C,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",104.42
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",104.42
C,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",104.42
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",18.95
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",18.95
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",18.95
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",18.95
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",18.95
